Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Temperature,Relative Humidity,Wind Direction,Wind Speed
2016,1,1,0,45,0,0,0,-1,57.5,15,1.6
2016,1,1,1,45,0,0,0,-1,53.3,18,1.4
2016,1,1,2,45,0,0,0,-3,50.6,22,1.5
2016,1,1,3,45,0,0,0,-4,50.4,26,1.4
2016,1,1,4,45,0,0,0,-5,49.2,27,1.2
2016,1,1,5,45,0,0,0,-5,47.8,23,1.1
2016,1,1,6,45,28,14,16,-4,47.4,21,1.2
2016,1,1,7,45,365,75,162,0,47.4,23,1.4
2016,1,1,8,45,331,172,281,6,42.2,18,0.9
2016,1,1,9,45,314,242,406,9,32.0,238,0.5
2016,1,1,10,45,650,192,571,11,30.2,211,1.3
2016,1,1,11,45,777,156,633,11,38.8,211,1.6
2016,1,1,12,45,979,73,651,11,44.9,210,1.8
2016,1,1,13,45,936,71,552,11,49.8,209,1.8
2016,1,1,14,45,821,73,393,9,62.4,210,1.7
2016,1,1,15,45,503,70,191,7,77.6,210,1.3
2016,1,1,16,45,137,16,30,6,81.1,208,0.9
2016,1,1,17,45,0,0,0,7,79.2,173,0.3
2016,1,1,18,45,0,0,0,7,78.4,42,0.4
2016,1,1,19,45,0,0,0,5,80.1,31,0.6
2016,1,1,20,45,0,0,0,3,82.5,31,0.6
2016,1,1,21,45,0,0,0,3,80.6,29,0.6
2016,1,1,22,45,0,0,0,3,78.6,28,0.7
2016,1,1,23,45,0,0,0,3,75.8,27,0.8
2016,1,2,0,45,0,0,0,2,74.3,22,0.8
2016,1,2,1,45,0,0,0,1,73.9,22,0.8
2016,1,2,2,45,0,0,0,0,75.0,21,1.0
2016,1,2,3,45,0,0,0,-1,76.0,20,1.2
2016,1,2,4,45,0,0,0,-1,74.5,21,1.2
2016,1,2,5,45,0,0,0,-1,73.2,21,1.2
2016,1,2,6,45,84,11,18,0,72.8,21,1.0
2016,1,2,7,45,470,62,168,1,72.7,23,0.8
2016,1,2,8,45,849,62,376,4,65.0,58,0.3
2016,1,2,9,45,938,69,538,8,49.5,207,0.9
2016,1,2,10,45,969,76,641,10,44.4,214,1.5
2016,1,2,11,45,968,83,678,10,48.0,216,1.9
2016,1,2,12,45,948,86,646,11,45.9,218,2.0
2016,1,2,13,45,905,82,549,11,44.9,217,1.9
2016,1,2,14,45,841,68,397,10,55.2,217,1.9
