Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,DNI Units,DHI Units,GHI Units,Temperature Units,Relative Humidity Units,Wind Direction Units,Wind Speed Units
Solcast,-,-,-,-,27.5409,85.671,5.75,1303,5.75,w/m2,w/m2,w/m2,c,%,Degrees,m/s
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Temperature,Relative Humidity,Wind Direction,Wind Speed
2014,1,1,0,45,0,0,0,9.6,76.1,356,0.8
2014,1,1,1,45,0,0,0,8.8,77.1,0,0.9
2014,1,1,2,45,0,0,0,7.5,81.6,0,1.0
2014,1,1,3,45,0,0,0,6.4,84.3,0,1.0
2014,1,1,4,45,0,0,0,5.8,84.3,0,0.9
2014,1,1,5,45,0,0,0,5.4,85.1,357,0.9
2014,1,1,6,45,9,30,31,6.5,84.1,356,0.8
2014,1,1,7,45,333,98,190,8.6,80.1,356,0.8
2014,1,1,8,45,599,131,382,11.1,70.7,302,0.6
2014,1,1,9,45,680,160,527,14.4,55.2,241,1.0
2014,1,1,10,45,725,173,617,16.9,47.5,232,1.5
2014,1,1,11,45,832,136,661,17.6,48.3,233,1.8
2014,1,1,12,45,842,120,620,18.4,47.6,237,1.9
2014,1,1,13,45,802,106,512,19.2,46.3,239,2.0
2014,1,1,14,45,698,89,349,17.6,52.0,238,2.0
2014,1,1,15,45,471,59,156,15.6,63.4,232,1.7
2014,1,1,16,45,49,9,13,15.4,63.8,228,1.6
2014,1,1,17,45,0,0,0,15.8,59.4,246,1.3
2014,1,1,18,45,0,0,0,15.1,62.6,288,1.0
2014,1,1,19,45,0,0,0,12.5,70.4,327,1.0
2014,1,1,20,45,0,0,0,9.8,77.0,342,1.1
2014,1,1,21,45,0,0,0,8.6,81.2,347,1.1
2014,1,1,22,45,0,0,0,7.5,84.2,350,1.2
2014,1,1,23,45,0,0,0,6.8,83.8,351,1.3
2014,1,2,0,45,0,0,0,5.8,84.3,353,1.3
2014,1,2,1,45,0,0,0,4.7,83.8,355,1.2
2014,1,2,2,45,0,0,0,4.6,80.0,358,1.3
2014,1,2,3,45,0,0,0,4.8,77.5,3,1.2
2014,1,2,4,45,0,0,0,4.6,78.3,3,1.0
2014,1,2,5,45,0,0,0,4.8,78.6,0,0.8
2014,1,2,6,45,64,30,38,5.5,77.6,356,0.8
2014,1,2,7,45,607,69,228,7.8,75.8,352,0.8
2014,1,2,8,45,748,102,415,10.4,67.7,306,0.5
2014,1,2,9,45,836,115,567,13.3,55.7,236,0.9
2014,1,2,10,45,878,120,658,15.6,50.7,231,1.4
2014,1,2,11,45,903,113,684,16.0,52.0,231,1.6
2014,1,2,12,45,884,109,636,16.6,52.9,231,1.7
2014,1,2,13,45,817,106,521,17.2,52.9,231,1.8
2014,1,2,14,45,683,96,351,15.8,57.9,230,1.8
2014,1,2,15,45,441,63,156,13.8,69.1,228,1.6
2014,1,2,16,45,47,10,14,13.3,73.0,228,1.4
2014,1,2,17,45,0,0,0,13.6,70.8,239,1.2
2014,1,2,18,45,0,0,0,13.3,75.2,268,0.9
2014,1,2,19,45,0,0,0,11.5,82.1,306,0.7
2014,1,2,20,45,0,0,0,9.9,84.7,327,0.7
2014,1,2,21,45,0,0,0,9.0,84.3,337,0.7
2014,1,2,22,45,0,0,0,7.3,86.8,345,0.6
2014,1,2,23,45,0,0,0,5.8,89.5,349,0.5
2014,1,3,0,45,0,0,0,5.2,90.0,345,0.6
2014,1,3,1,45,0,0,0,5.0,90.3,342,0.6
2014,1,3,2,45,0,0,0,5.2,90.7,353,1.0
2014,1,3,3,45,0,0,0,5.2,91.6,0,1.3
2014,1,3,4,45,0,0,0,4.9,91.6,356,1.4
2014,1,3,5,45,0,0,0,4.8,90.0,352,1.4
2014,1,3,6,45,3,32,32,5.4,87.6,351,1.3
2014,1,3,7,45,70,139,160,6.5,86.1,349,1.0
2014,1,3,8,45,317,198,335,8.4,84.9,326,0.5
2014,1,3,9,45,716,149,538,11.2,77.5,219,0.5
2014,1,3,10,45,798,147,636,13.2,70.5,202,1.1
2014,1,3,11,45,748,172,646,13.6,69.6,204,1.3
2014,1,3,12,45,512,243,549,14.7,66.6,207,1.3
2014,1,3,13,45,473,210,450,15.8,63.6,210,1.5
2014,1,3,14,45,464,141,316,14.6,66.2,208,1.6
2014,1,3,15,45,279,79,138,12.9,73.4,206,1.5
2014,1,3,16,45,28,10,13,11.9,80.5,205,1.4
2014,1,3,17,45,0,0,0,11.0,84.3,206,1.4
2014,1,3,18,45,0,0,0,10.5,87.4,211,1.3
2014,1,3,19,45,0,0,0,9.4,92.2,220,1.1
2014,1,3,20,45,0,0,0,8.3,95.3,236,0.8
2014,1,3,21,45,0,0,0,7.6,96.0,253,0.5
2014,1,3,22,45,0,0,0,7.2,95.6,279,0.4
2014,1,3,23,45,0,0,0,7.1,94.7,310,0.4
2014,1,4,0,45,0,0,0,7.0,93.7,311,0.5
2014,1,4,1,45,0,0,0,7.1,92.4,311,0.6
2014,1,4,2,45,0,0,0,6.9,92.1,328,0.7
2014,1,4,3,45,0,0,0,6.1,92.0,334,0.7
2014,1,4,4,45,0,0,0,5.8,91.4,330,0.8
2014,1,4,5,45,0,0,0,5.9,91.0,333,0.9
2014,1,4,6,45,13,30,32,6.5,89.8,340,0.9
2014,1,4,7,45,432,87,204,7.4,86.2,339,0.6
2014,1,4,8,45,701,106,400,8.5,82.6,264,0.5
2014,1,4,9,45,787,123,549,11.2,71.8,222,1.1
2014,1,4,10,45,813,138,637,14.0,63.4,213,1.5
2014,1,4,11,45,786,155,654,14.4,64.1,210,1.7
2014,1,4,12,45,751,156,606,15.2,61.8,212,1.8
2014,1,4,13,45,579,176,473,16.4,57.8,216,1.7
2014,1,4,14,45,510,129,322,15.2,63.1,220,1.6
2014,1,4,15,45,303,75,141,13.7,71.6,218,1.5
2014,1,4,16,45,29,11,13,13.3,74.2,209,1.4
2014,1,4,17,45,0,0,0,13.0,74.6,211,1.3
2014,1,4,18,45,0,0,0,13.0,75.4,228,1.0
2014,1,4,19,45,0,0,0,11.5,81.6,244,0.6
2014,1,4,20,45,0,0,0,9.9,87.1,292,0.1
2014,1,4,21,45,0,0,0,9.6,87.9,313,0.1
2014,1,4,22,45,0,0,0,8.9,88.8,295,0.3
2014,1,4,23,45,0,0,0,8.2,90.0,333,0.5
2014,1,5,0,45,0,0,0,7.4,91.8,350,0.6
2014,1,5,1,45,0,0,0,6.6,92.4,352,0.7
2014,1,5,2,45,0,0,0,6.2,93.3,2,1.2
2014,1,5,3,45,0,0,0,5.9,94.3,6,1.6
2014,1,5,4,45,0,0,0,5.8,92.3,2,1.6
2014,1,5,5,45,0,0,0,6.0,89.2,358,1.5
2014,1,5,6,45,9,30,32,6.9,86.2,358,1.4
2014,1,5,7,45,330,101,191,7.9,79.7,350,1.0
2014,1,5,8,45,440,168,354,8.9,76.0,283,0.5
2014,1,5,9,45,589,187,507,11.9,71.1,232,1.0
2014,1,5,10,45,652,200,601,14.6,65.7,229,1.4
2014,1,5,11,45,766,165,652,15.2,65.0,233,1.8
2014,1,5,12,45,615,205,576,16.7,59.5,238,2.0
2014,1,5,13,45,677,149,495,18.0,55.3,245,2.1
2014,1,5,14,45,558,123,337,16.1,58.9,248,2.1
2014,1,5,15,45,212,92,137,13.8,69.8,236,1.7
2014,1,5,16,45,10,13,13,13.0,75.9,218,1.5
2014,1,5,17,45,0,0,0,13.2,74.7,214,1.4
2014,1,5,18,45,0,0,0,13.4,77.3,217,1.2
2014,1,5,19,45,0,0,0,11.4,84.1,234,0.9
2014,1,5,20,45,0,0,0,9.0,89.4,273,0.6
2014,1,5,21,45,0,0,0,8.0,90.9,321,0.6
2014,1,5,22,45,0,0,0,7.3,91.5,343,0.7
2014,1,5,23,45,0,0,0,6.8,91.7,351,0.7
2014,1,6,0,45,0,0,0,6.2,92.7,355,0.7
2014,1,6,1,45,0,0,0,5.7,92.6,3,0.9
2014,1,6,2,45,0,0,0,6.3,89.8,5,1.2
