Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Temperature,Relative Humidity,Wind Direction,Wind Speed
2013,1,1,0,45,0,0,0,9.3,94.4,90,0.9
2013,1,1,1,45,0,0,0,9.3,94.7,81,1.0
2013,1,1,2,45,0,0,0,8.6,95.0,58,0.9
2013,1,1,3,45,0,0,0,8.1,95.3,36,0.9
2013,1,1,5,45,0,0,0,9.2,94.4,30,1.1
2013,1,1,6,45,1,35,35,9.3,93.8,24,1.3
2013,1,1,7,45,273,111,191,11.8,80.8,25,1.3
2013,1,1,8,45,449,165,363,14.3,69.5,38,1.1
2013,1,1,9,45,543,200,502,15.2,66.5,70,0.8
2013,1,1,10,45,599,213,587,17.0,61.5,125,0.7
2013,1,1,11,45,678,190,622,17.8,58.5,167,0.9
2013,1,1,12,45,664,178,573,18.0,56.6,187,1.2
2013,1,1,13,45,589,161,457,18.8,56.2,200,1.3
2013,1,1,14,45,414,134,285,17.7,64.6,212,1.5
2013,1,1,15,45,135,76,107,15.8,73.1,211,1.4
2013,1,1,16,45,4,6,7,15.5,72.4,208,1.1
2013,1,1,17,45,0,0,0,15.7,70.5,229,0.8
2013,1,1,18,45,0,0,0,15.7,70.0,292,0.5
2013,1,1,19,45,0,0,0,13.5,74.3,355,0.7
2013,1,1,20,45,0,0,0,11.2,81.0,12,1.0
2013,1,1,21,45,0,0,0,9.9,85.3,15,1.2
2013,1,1,22,45,0,0,0,9.2,87.9,11,1.3
2013,1,1,23,45,0,0,0,8.8,88.8,9,1.3
2013,1,2,0,45,0,0,0,8.1,90.3,7,1.3
2013,1,2,1,45,0,0,0,7.2,91.8,3,1.1
2013,1,2,2,45,0,0,0,6.3,92.3,3,1.1
2013,1,2,3,45,0,0,0,5.4,92.6,5,1.3
2013,1,2,4,45,0,0,0,5.6,91.3,5,1.2
2013,1,2,5,45,0,0,0,6.2,89.2,3,1.0
2013,1,2,6,45,6,38,39,7.2,86.2,3,0.9
2013,1,2,7,45,387,101,213,11.0,76.0,8,0.8
2013,1,2,8,45,612,132,401,15.0,65.8,70,0.4
2013,1,2,9,45,705,152,545,16.4,61.2,153,0.6
