Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,DNI Units,DHI Units,GHI Units,Temperature Units,Relative Humidity Units,Wind Direction Units,Wind Speed Units
Solcast,-,-,-,-,28.9754,80.6335,5.75,1675,5.75,w/m2,w/m2,w/m2,c,%,Degrees,m/s
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Temperature,Relative Humidity,Wind Direction,Wind Speed
2014,1,1,0,45,0,0,0,7.4,88.7,14,1.3
2014,1,1,1,45,0,0,0,7.1,87.7,15,1.5
2014,1,1,2,45,0,0,0,6.8,87.7,17,1.8
2014,1,1,3,45,0,0,0,6.4,87.3,17,2.0
2014,1,1,4,45,0,0,0,6.1,85.8,18,2.1
2014,1,1,5,45,0,0,0,6.1,84.6,20,2.0
2014,1,1,6,45,0,7,7,6.6,83.5,21,1.9
2014,1,1,7,45,68,83,99,7.6,82.7,20,1.9
2014,1,1,8,45,386,143,280,10.4,78.7,16,1.4
2014,1,1,9,45,503,190,435,14.5,65.0,331,0.7
2014,1,1,10,45,588,211,550,16.6,54.5,258,0.9
2014,1,1,11,45,752,172,632,16.8,52.6,235,1.3
2014,1,1,12,45,585,223,572,18.2,47.9,230,1.6
2014,1,1,13,45,693,159,519,19.4,44.5,236,1.9
2014,1,1,14,45,732,102,397,17.6,50.6,242,2.0
2014,1,1,15,45,534,75,209,15.7,60.6,245,1.9
2014,1,1,16,45,58,27,34,14.8,68.7,252,1.6
2014,1,1,17,45,0,0,0,14.5,69.6,274,1.5
2014,1,1,18,45,0,0,0,14.2,69.1,308,1.3
2014,1,1,19,45,0,0,0,12.5,75.6,340,1.2
2014,1,1,20,45,0,0,0,11.0,80.4,353,1.2
2014,1,1,21,45,0,0,0,10.0,83.0,357,1.1
2014,1,1,22,45,0,0,0,9.0,86.4,3,1.1
2014,1,1,23,45,0,0,0,8.7,88.2,5,1.2
2014,1,2,0,45,0,0,0,8.2,89.0,7,1.2
2014,1,2,1,45,0,0,0,7.6,90.2,10,1.2
2014,1,2,2,45,0,0,0,6.8,90.8,11,1.3
2014,1,2,3,45,0,0,0,6.2,90.7,14,1.3
2014,1,2,4,45,0,0,0,6.4,90.8,12,1.2
2014,1,2,5,45,0,0,0,6.8,90.5,10,1.1
2014,1,2,6,45,28,7,10,6.9,88.9,10,1.2
2014,1,2,7,45,346,68,141,7.8,86.6,5,1.3
2014,1,2,8,45,701,95,342,9.8,80.0,344,0.9
2014,1,2,9,45,665,156,477,13.2,63.9,277,0.6
2014,1,2,10,45,583,217,552,15.6,53.7,239,1.1
2014,1,2,11,45,625,218,601,15.7,54.3,229,1.5
2014,1,2,12,45,486,256,546,16.5,51.8,230,1.8
2014,1,2,13,45,529,210,487,17.4,50.8,235,1.9
2014,1,2,14,45,628,129,385,15.6,58.7,240,1.9
2014,1,2,15,45,359,101,191,13.9,68.3,239,1.7
2014,1,2,16,45,14,29,31,13.2,76.8,243,1.5
2014,1,2,17,45,0,0,0,12.6,80.6,275,1.3
2014,1,2,18,45,0,0,0,11.9,83.6,315,1.3
2014,1,2,19,45,0,0,0,10.6,90.5,336,1.4
2014,1,2,20,45,0,0,0,10.0,92.9,348,1.4
2014,1,2,21,45,0,0,0,9.2,92.5,351,1.3
2014,1,2,22,45,0,0,0,8.3,92.8,355,1.2
2014,1,2,23,45,0,0,0,8.0,93.1,3,1.1
2014,1,3,0,45,0,0,0,7.3,93.7,10,1.1
2014,1,3,1,45,0,0,0,6.7,94.0,16,1.1
2014,1,3,2,45,0,0,0,6.4,93.6,17,1.2
2014,1,3,3,45,0,0,0,6.0,92.7,17,1.2
2014,1,3,4,45,0,0,0,6.0,91.7,15,0.9
2014,1,3,5,45,0,0,0,6.0,90.4,15,0.8
2014,1,3,6,45,20,7,9,6.5,86.2,20,0.7
2014,1,3,7,45,282,74,134,7.8,83.3,30,0.8
2014,1,3,8,45,601,116,327,9.2,76.9,50,0.4
2014,1,3,9,45,585,179,463,12.4,64.4,200,0.5
2014,1,3,10,45,541,233,544,14.8,58.6,207,1.2
2014,1,3,11,45,548,245,580,14.6,59.9,210,1.4
2014,1,3,12,45,352,299,509,15.4,58.9,212,1.4
2014,1,3,13,45,406,246,459,16.2,58.3,214,1.4
2014,1,3,14,45,419,178,351,14.7,63.6,216,1.4
2014,1,3,15,45,48,138,153,13.0,69.8,220,1.2
2014,1,3,16,45,3,28,28,12.9,75.7,227,1.2
2014,1,3,17,45,0,0,0,13.1,78.0,246,1.1
2014,1,3,18,45,0,0,0,12.6,79.3,282,0.5
2014,1,3,19,45,0,0,0,11.2,85.2,6,0.3
2014,1,3,20,45,0,0,0,10.0,89.8,28,0.6
2014,1,3,21,45,0,0,0,8.8,92.8,28,0.9
2014,1,3,22,45,0,0,0,7.5,95.3,20,0.9
2014,1,3,23,45,0,0,0,7.2,95.3,11,0.8
2014,1,4,0,45,0,0,0,6.8,95.3,7,0.8
2014,1,4,1,45,0,0,0,6.1,95.6,11,0.8
2014,1,4,2,45,0,0,0,5.0,97.3,17,0.8
2014,1,4,3,45,0,0,0,3.7,98.6,21,0.9
2014,1,4,4,45,0,0,0,3.7,97.9,22,0.9
2014,1,4,5,45,0,0,0,4.1,96.5,23,1.0
2014,1,4,6,45,16,7,9,5.0,95.2,26,1.2
2014,1,4,7,45,298,68,132,6.5,93.0,32,1.4
2014,1,4,8,45,688,91,334,8.4,83.8,37,0.9
2014,1,4,9,45,800,109,499,11.8,70.1,200,0.4
2014,1,4,10,45,800,138,597,14.3,61.5,221,1.1
2014,1,4,11,45,605,220,592,14.4,59.4,233,1.3
2014,1,4,12,45,497,249,546,15.4,57.3,241,1.3
2014,1,4,13,45,395,243,454,16.6,54.7,242,1.1
2014,1,4,14,45,519,154,363,15.6,59.4,244,1.3
2014,1,4,15,45,311,110,187,14.2,67.0,232,1.5
2014,1,4,16,45,132,25,40,13.6,73.0,217,1.5
2014,1,4,17,45,0,0,0,13.3,76.0,232,1.0
2014,1,4,18,45,0,0,0,12.8,77.7,308,0.6
2014,1,4,19,45,0,0,0,10.9,84.3,360,0.9
2014,1,4,20,45,0,0,0,9.6,87.1,10,0.9
2014,1,4,21,45,0,0,0,9.8,85.6,11,0.8
2014,1,4,22,45,0,0,0,9.6,85.3,15,0.8
2014,1,4,23,45,0,0,0,9.4,85.3,14,0.8
2014,1,5,0,45,0,0,0,8.8,87.0,15,1.0
2014,1,5,1,45,0,0,0,7.4,89.9,17,1.2
2014,1,5,2,45,0,0,0,6.1,93.3,18,1.3
2014,1,5,3,45,0,0,0,5.7,95.3,21,1.2
2014,1,5,4,45,0,0,0,5.7,94.3,27,1.2
2014,1,5,5,45,0,0,0,5.8,92.6,29,1.3
