Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,DNI Units,DHI Units,GHI Units,Temperature Units,Relative Humidity Units,Wind Direction Units,Wind Speed Units
Solcast,-,-,-,-,27.3141,87.6968,5.75,1297,5.75,w/m2,w/m2,w/m2,c,%,Degrees,m/s
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Temperature,Relative Humidity,Wind Direction,Wind Speed
2013,1,1,0,45,0,0,0,2.6,92.8,0,0.2
2013,1,1,1,45,0,0,0,2.4,90.5,0,0.2
2013,1,1,2,45,0,0,0,2.0,87.5,24,0.3
2013,1,1,3,45,0,0,0,1.6,85.6,26,0.4
2013,1,1,4,45,0,0,0,1.9,84.7,33,0.4
2013,1,1,5,45,0,0,0,2.2,84.1,45,0.5
2013,1,1,6,45,31,43,47,2.2,84.8,45,0.6
2013,1,1,7,45,421,98,224,4.7,79.8,56,0.6
2013,1,1,8,45,665,119,412,8.0,65.8,112,0.4
2013,1,1,9,45,737,139,549,9.9,58.5,183,0.6
2013,1,1,10,45,780,145,630,12.0,56.9,200,1.0
2013,1,1,11,45,824,130,651,13.0,56.5,205,1.3
2013,1,1,12,45,808,123,598,13.0,58.9,207,1.5
2013,1,1,13,45,743,114,480,13.6,60.1,208,1.5
2013,1,1,14,45,589,101,309,12.0,70.3,214,1.3
2013,1,1,15,45,301,62,120,9.8,80.2,227,1.0
2013,1,1,16,45,13,5,6,9.9,77.5,221,0.8
2013,1,1,17,45,0,0,0,10.3,75.7,178,0.4
2013,1,1,18,45,0,0,0,10.0,74.6,124,0.4
2013,1,1,19,45,0,0,0,8.0,75.9,90,0.4
2013,1,1,20,45,0,0,0,6.5,77.2,67,0.5
2013,1,1,21,45,0,0,0,6.5,74.3,52,0.6
2013,1,1,22,45,0,0,0,6.5,71.9,42,0.6
2013,1,1,23,45,0,0,0,6.2,71.1,39,0.7
2013,1,2,0,45,0,0,0,5.0,71.4,40,0.8
2013,1,2,1,45,0,0,0,3.5,71.1,40,0.8
2013,1,2,2,45,0,0,0,3.0,68.9,38,0.8
2013,1,2,3,45,0,0,0,2.8,66.6,36,0.9
2013,1,2,4,45,0,0,0,3.1,64.7,41,1.0
2013,1,2,5,45,0,0,0,3.6,63.7,47,0.9
2013,1,2,6,45,46,43,49,4.1,67.4,51,0.7
2013,1,2,7,45,441,96,229,6.9,65.2,72,0.3
2013,1,2,8,45,764,94,431,9.8,61.7,193,0.4
2013,1,2,9,45,844,103,572,11.0,63.8,216,0.9
2013,1,2,10,45,880,108,654,12.1,63.6,222,1.2
2013,1,2,11,45,896,103,671,12.8,63.1,221,1.5
2013,1,2,12,45,877,99,617,12.8,64.0,218,1.7
2013,1,2,13,45,824,92,499,12.6,64.8,214,1.9
2013,1,2,14,45,715,78,331,10.9,69.9,213,1.7
2013,1,2,15,45,388,56,132,8.9,81.3,213,1.5
2013,1,2,16,45,23,5,7,9.1,81.6,206,1.1
2013,1,2,17,45,0,0,0,9.8,75.9,201,0.7
2013,1,2,18,45,0,0,0,9.7,78.0,186,0.5
2013,1,2,19,45,0,0,0,7.6,83.9,157,0.4
2013,1,2,20,45,0,0,0,5.3,87.9,135,0.4
2013,1,2,21,45,0,0,0,4.1,87.7,105,0.4
2013,1,2,22,45,0,0,0,2.6,89.5,84,0.5
2013,1,2,23,45,0,0,0,1.6,91.7,77,0.5
2013,1,3,0,45,0,0,0,0.7,92.3,67,0.4
2013,1,3,1,45,0,0,0,-0.2,91.3,42,0.5
2013,1,3,2,45,0,0,0,0.6,88.1,45,0.6
2013,1,3,3,45,0,0,0,1.2,87.2,51,0.7
2013,1,3,4,45,0,0,0,0.6,86.1,47,1.0
2013,1,3,5,45,0,0,0,0.6,83.0,48,1.2
2013,1,3,6,45,1,30,30,1.8,79.6,48,1.3
2013,1,3,7,45,281,118,207,5.2,70.3,50,0.9
2013,1,3,8,45,630,136,413,8.0,62.2,131,0.3
2013,1,3,9,45,721,156,557,9.1,59.2,212,0.8
2013,1,3,10,45,775,160,643,10.2,54.6,217,1.3
2013,1,3,11,45,809,149,663,11.0,51.9,217,1.7
2013,1,3,12,45,786,143,608,11.1,53.1,217,1.8
2013,1,3,13,45,698,136,484,10.8,53.8,218,1.8
2013,1,3,14,45,488,124,300,9.0,59.7,218,1.8
2013,1,3,15,45,232,69,115,7.4,69.3,220,1.5
2013,1,3,16,45,7,6,6,7.8,69.4,221,1.0
2013,1,3,17,45,0,0,0,7.9,66.3,219,0.6
2013,1,3,18,45,0,0,0,7.6,66.0,230,0.3
2013,1,3,19,45,0,0,0,5.8,69.8,10,0.1
2013,1,3,20,45,0,0,0,4.3,72.5,62,0.3
2013,1,3,21,45,0,0,0,3.9,71.9,70,0.4
2013,1,3,22,45,0,0,0,3.6,71.4,60,0.4
2013,1,3,23,45,0,0,0,3.7,69.8,51,0.3
2013,1,4,0,45,0,0,0,3.6,68.6,51,0.3
2013,1,4,1,45,0,0,0,3.4,66.7,46,0.4
2013,1,4,2,45,0,0,0,2.9,70.0,36,0.7
2013,1,4,3,45,0,0,0,2.8,73.6,38,0.8
2013,1,4,4,45,0,0,0,2.7,72.5,42,0.7
2013,1,4,5,45,0,0,0,2.7,70.4,50,0.8
2013,1,4,6,45,9,42,43,2.2,71.6,57,0.8
2013,1,4,7,45,459,96,234,4.9,66.5,96,0.5
2013,1,4,8,45,751,103,434,8.3,57.5,178,0.7
2013,1,4,9,45,828,116,577,9.4,58.2,197,1.2
2013,1,4,10,45,867,120,661,10.7,61.1,206,1.4
2013,1,4,11,45,833,139,668,11.0,61.1,213,1.6
2013,1,4,12,45,802,137,613,11.1,60.7,219,1.7
2013,1,4,13,45,731,129,493,10.8,58.4,221,1.7
2013,1,4,14,45,611,105,324,9.3,59.5,222,1.3
2013,1,4,15,45,387,61,135,8.2,68.3,221,1.0
2013,1,4,16,45,22,6,8,8.7,67.1,223,0.9
2013,1,4,17,45,0,0,0,9.5,60.3,225,0.5
2013,1,4,18,45,0,0,0,9.0,60.0,192,0.2
2013,1,4,19,45,0,0,0,7.0,62.9,94,0.2
2013,1,4,20,45,0,0,0,5.5,64.8,64,0.4
2013,1,4,21,45,0,0,0,5.1,63.3,52,0.6
2013,1,4,22,45,0,0,0,4.7,61.6,45,0.8
2013,1,4,23,45,0,0,0,4.8,59.4,45,0.8
2013,1,5,0,45,0,0,0,4.5,58.0,43,0.9
2013,1,5,1,45,0,0,0,3.6,56.1,41,0.9
2013,1,5,2,45,0,0,0,3.0,55.3,35,1.0
2013,1,5,3,45,0,0,0,2.7,56.2,35,1.0
2013,1,5,4,45,0,0,0,2.4,57.0,41,0.9
2013,1,5,5,45,0,0,0,2.4,57.3,43,1.0
2013,1,5,6,45,70,44,52,2.6,61.4,45,0.9
2013,1,5,7,45,562,80,248,5.1,60.3,65,0.5
2013,1,5,8,45,865,72,452,7.6,54.9,178,0.5
2013,1,5,9,45,916,85,595,8.6,54.2,202,1.1
2013,1,5,10,45,937,93,678,10.2,54.8,206,1.5
2013,1,5,11,45,897,116,687,11.1,55.6,210,1.7
2013,1,5,12,45,857,120,631,11.0,55.2,213,1.7
2013,1,5,13,45,779,118,509,10.4,54.1,214,1.7
2013,1,5,14,45,599,110,328,8.0,61.1,213,1.5
2013,1,5,15,45,331,67,132,5.9,75.3,211,1.3
2013,1,5,16,45,16,7,8,6.3,75.6,212,1.1
2013,1,5,17,45,0,0,0,7.2,69.1,206,0.5
2013,1,5,18,45,0,0,0,7.2,65.9,119,0.1
2013,1,5,19,45,0,0,0,5.8,68.3,42,0.4
2013,1,5,20,45,0,0,0,4.2,72.3,32,0.7
2013,1,5,21,45,0,0,0,2.6,76.6,37,0.8
2013,1,5,22,45,0,0,0,1.2,78.4,40,0.9
2013,1,5,23,45,0,0,0,0.9,74.1,39,1.0
2013,1,6,0,45,0,0,0,0.6,71.6,37,1.0
2013,1,6,1,45,0,0,0,-0.5,69.5,37,1.0
2013,1,6,2,45,0,0,0,0.4,62.3,34,1.1
2013,1,6,3,45,0,0,0,1.8,55.8,34,1.2
2013,1,6,4,45,0,0,0,0.6,57.0,39,1.0
2013,1,6,5,45,0,0,0,-0.9,58.4,43,0.9
2013,1,6,6,45,70,44,52,-0.4,61.1,43,0.9
2013,1,6,7,45,566,82,251,3.0,62.2,43,0.8
2013,1,6,8,45,864,77,457,6.1,52.8,62,0.3
2013,1,6,9,45,929,85,603,7.1,47.4,221,0.9
2013,1,6,10,45,948,94,686,8.6,51.1,217,1.4
2013,1,6,11,45,894,121,692,9.5,54.8,215,1.7
2013,1,6,12,45,852,125,634,9.8,53.9,214,1.7
2013,1,6,13,45,792,116,514,9.7,51.2,212,1.6
2013,1,6,14,45,674,96,341,7.5,56.0,210,1.4
2013,1,6,15,45,351,66,139,5.4,69.8,211,1.2
2013,1,6,16,45,26,7,9,5.5,70.8,216,0.9
2013,1,6,17,45,0,0,0,6.3,62.0,211,0.5
2013,1,6,18,45,0,0,0,6.1,60.4,158,0.1
2013,1,6,19,45,0,0,0,4.2,63.6,51,0.3
2013,1,6,20,45,0,0,0,2.6,66.1,59,0.6
2013,1,6,21,45,0,0,0,2.1,64.5,60,0.7
2013,1,6,22,45,0,0,0,1.8,63.5,48,0.7
2013,1,6,23,45,0,0,0,1.9,62.3,42,0.8
2013,1,7,0,45,0,0,0,1.8,60.5,43,0.9
2013,1,7,1,45,0,0,0,1.3,59.2,45,0.9
2013,1,7,2,45,0,0,0,0.9,58.6,47,1.1
2013,1,7,3,45,0,0,0,1.2,59.6,47,1.2
2013,1,7,4,45,0,0,0,0.9,59.5,55,1.0
2013,1,7,5,45,0,0,0,0.6,57.9,61,1.0
2013,1,7,6,45,19,43,44,0.8,58.8,61,0.9
2013,1,7,7,45,398,102,229,1.8,60.7,76,0.5
2013,1,7,8,45,850,77,452,3.8,55.2,178,0.5
2013,1,7,9,45,919,85,598,5.7,51.8,202,1.2
2013,1,7,10,45,933,96,681,6.8,56.5,207,1.6
2013,1,7,11,45,855,135,683,7.4,58.6,212,1.8
2013,1,7,12,45,830,131,628,7.4,60.1,217,1.8
2013,1,7,13,45,782,116,512,7.5,61.2,219,1.7
2013,1,7,14,45,655,99,339,6.2,62.9,215,1.5
2013,1,7,15,45,411,61,143,3.7,71.7,201,1.1
2013,1,7,16,45,30,7,10,3.1,80.7,191,1.0
2013,1,7,17,45,0,0,0,3.4,85.5,189,1.0
2013,1,7,18,45,0,0,0,3.6,87.1,187,0.8
2013,1,7,19,45,0,0,0,2.0,88.2,179,0.6
2013,1,7,20,45,0,0,0,0.5,89.3,158,0.5
2013,1,7,21,45,0,0,0,0.5,88.4,142,0.6
2013,1,7,22,45,0,0,0,0.5,83.7,112,0.6
2013,1,7,23,45,0,0,0,0.6,80.0,82,0.7
2013,1,8,0,45,0,0,0,-0.2,81.7,68,0.8
2013,1,8,1,45,0,0,0,-0.2,77.9,63,0.9
2013,1,8,2,45,0,0,0,-0.6,73.8,57,1.1
2013,1,8,3,45,0,0,0,-2.0,77.0,54,1.1
2013,1,8,4,45,0,0,0,-2.1,75.0,69,1.0
2013,1,8,5,45,0,0,0,-1.5,69.3,84,1.0
2013,1,8,6,45,16,43,44,-0.3,67.7,94,0.8
2013,1,8,7,45,442,98,234,1.0,65.3,108,0.6
2013,1,8,8,45,796,93,445,2.0,64.2,146,0.8
2013,1,8,9,45,868,105,590,3.3,64.3,177,1.2
2013,1,8,10,45,881,119,672,4.8,61.9,190,1.4
2013,1,8,11,45,833,144,679,5.6,61.6,199,1.5
2013,1,8,12,45,790,147,622,6.0,61.7,203,1.7
2013,1,8,13,45,715,138,501,5.9,63.1,204,1.7
2013,1,8,14,45,579,115,329,3.8,71.8,204,1.6
2013,1,8,15,45,196,79,126,1.8,81.1,200,1.3
2013,1,8,16,45,12,8,9,1.9,86.6,193,1.1
2013,1,8,17,45,0,0,0,2.5,87.6,187,0.8
2013,1,8,18,45,0,0,0,2.3,85.4,172,0.7
2013,1,8,19,45,0,0,0,0.3,87.4,159,0.7
2013,1,8,20,45,0,0,0,-1.0,88.6,156,0.6
2013,1,8,21,45,0,0,0,-1.2,87.9,156,0.5
2013,1,8,22,45,0,0,0,-1.3,86.6,150,0.4
2013,1,8,23,45,0,0,0,-1.2,84.1,141,0.3
2013,1,9,0,45,0,0,0,-1.1,82.5,141,0.3
2013,1,9,1,45,0,0,0,-1.5,81.5,130,0.4
2013,1,9,2,45,0,0,0,-1.5,80.9,90,0.4
2013,1,9,3,45,0,0,0,-1.0,80.1,63,0.4
2013,1,9,4,45,0,0,0,-0.9,78.9,66,0.5
2013,1,9,5,45,0,0,0,-0.8,78.0,68,0.5
2013,1,9,6,45,3,40,41,-1.1,77.4,77,0.4
2013,1,9,7,45,239,129,203,-0.8,74.1,137,0.3
2013,1,9,8,45,662,127,420,0.8,67.0,179,0.7
2013,1,9,9,45,748,147,566,2.6,63.7,192,1.1
2013,1,9,10,45,774,161,649,5.1,65.7,201,1.5
2013,1,9,11,45,761,172,662,7.0,66.3,205,1.8
