Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Temperature,Relative Humidity,Wind Direction,Wind Speed
2016,1,1,0,45,0,0,0,12.7,81.7,27,1.4
2016,1,1,1,45,0,0,0,12.0,83.0,28,1.5
2016,1,1,2,45,0,0,0,11.5,86.4,27,1.6
2016,1,1,3,45,0,0,0,11.2,89.6,30,1.7
2016,1,1,4,45,0,0,0,11.5,88.4,31,1.7
2016,1,1,5,45,0,0,0,12.0,87.6,28,1.6
2016,1,1,6,45,0,27,27,12.4,85.6,28,1.5
2016,1,1,7,45,215,110,174,14.5,75.5,39,1.4
2016,1,1,8,45,482,152,358,17.5,66.8,71,1.0
2016,1,1,9,45,555,192,496,19.8,59.8,118,1.1
2016,1,1,10,45,575,219,576,21.9,49.9,152,1.2
2016,1,1,11,45,516,246,576,22.8,45.3,173,1.2
2016,1,1,12,45,487,236,529,23.7,42.9,186,1.0
2016,1,1,13,45,430,204,425,24.5,40.6,196,0.9
2016,1,1,14,45,298,156,270,22.8,48.8,209,0.9
2016,1,1,15,45,53,91,101,20.8,60.2,229,1.0
2016,1,1,16,45,8,9,10,20.7,59.2,246,1.0
2016,1,1,17,45,0,0,0,20.6,57.3,282,0.7
2016,1,1,18,45,0,0,0,19.7,60.1,339,0.8
2016,1,1,19,45,0,0,0,17.0,67.0,2,1.2
2016,1,1,20,45,0,0,0,14.6,74.4,13,1.6
2016,1,1,21,45,0,0,0,13.6,78.1,18,1.6
2016,1,1,22,45,0,0,0,13.2,80.4,22,1.6
2016,1,1,23,45,0,0,0,13.4,80.2,19,1.5
2016,1,2,0,45,0,0,0,13.1,81.2,7,1.2
2016,1,2,1,45,0,0,0,12.4,84.4,353,0.9
2016,1,2,2,45,0,0,0,11.1,89.3,342,0.9
2016,1,2,3,45,0,0,0,10.0,92.9,344,1.3
2016,1,2,4,45,0,0,0,10.6,92.3,352,1.4
2016,1,2,5,45,0,0,0,11.2,91.1,355,1.2
2016,1,2,6,45,0,27,27,11.8,87.3,2,1.2
2016,1,2,7,45,220,108,171,13.6,80.2,21,1.0
2016,1,2,8,45,401,167,339,16.3,74.2,50,0.5
2016,1,2,9,45,484,211,477,19.8,60.1,184,0.4
2016,1,2,10,45,533,234,565,22.2,49.1,217,1.0
2016,1,2,11,45,548,238,589,23.0,48.6,218,1.5
2016,1,2,12,45,515,230,542,24.4,44.5,220,1.7
2016,1,2,13,45,452,201,434,25.8,40.3,227,1.8
2016,1,2,14,45,385,146,292,23.9,46.5,233,1.9
2016,1,2,15,45,202,79,124,21.5,59.1,237,1.7
2016,1,2,16,45,14,10,11,21.2,60.1,246,1.6
2016,1,2,17,45,0,0,0,21.2,56.1,262,1.8
2016,1,2,18,45,0,0,0,20.5,58.0,279,1.6
2016,1,2,19,45,0,0,0,18.3,64.8,293,1.3
2016,1,2,20,45,0,0,0,16.2,72.3,307,1.3
2016,1,2,21,45,0,0,0,15.0,77.3,320,1.5
2016,1,2,22,45,0,0,0,13.7,81.8,328,1.5
2016,1,2,23,45,0,0,0,13.0,83.7,332,1.3
2016,1,3,0,45,0,0,0,12.5,85.3,332,1.0
2016,1,3,1,45,0,0,0,11.8,86.7,326,0.7
2016,1,3,2,45,0,0,0,11.3,90.5,330,0.7
2016,1,3,3,45,0,0,0,11.1,94.5,340,0.7
2016,1,3,4,45,0,0,0,11.6,93.0,344,0.7
2016,1,3,5,45,0,0,0,12.0,90.8,352,0.8
2016,1,3,6,45,0,25,25,12.8,87.9,11,0.8
2016,1,3,7,45,164,111,159,14.1,83.3,27,0.7
2016,1,3,8,45,379,168,331,15.6,79.9,76,0.3
2016,1,3,9,45,459,215,467,18.2,70.4,187,0.5
2016,1,3,10,45,497,242,551,21.2,57.9,209,1.1
2016,1,3,11,45,509,248,574,22.8,52.9,218,1.5
2016,1,3,12,45,477,239,528,24.0,47.1,217,1.8
2016,1,3,13,45,398,211,417,24.9,42.5,218,1.9
2016,1,3,14,45,266,159,262,23.2,52.1,228,1.9
2016,1,3,15,45,125,82,110,21.6,64.4,242,1.6
2016,1,3,16,45,8,10,10,21.5,63.6,278,1.3
2016,1,3,17,45,0,0,0,21.2,62.1,322,1.4
2016,1,3,18,45,0,0,0,20.6,64.8,356,1.1
2016,1,3,19,45,0,0,0,18.4,70.9,12,0.7
2016,1,3,20,45,0,0,0,16.3,77.0,349,0.7
2016,1,3,21,45,0,0,0,15.4,81.3,335,0.9
2016,1,3,22,45,0,0,0,14.5,84.1,351,1.0
2016,1,3,23,45,0,0,0,14.6,82.5,19,1.1
2016,1,4,0,45,0,0,0,14.4,81.9,38,1.1
2016,1,4,1,45,0,0,0,13.5,83.2,41,1.0
2016,1,4,2,45,0,0,0,12.0,87.9,38,1.1
2016,1,4,3,45,0,0,0,10.5,92.9,42,1.6
2016,1,4,4,45,0,0,0,10.4,92.9,50,1.8
2016,1,4,5,45,0,0,0,10.5,92.9,55,1.4
2016,1,4,6,45,0,25,25,11.4,89.3,43,0.8
2016,1,4,7,45,173,113,164,13.4,82.9,11,0.6
2016,1,4,8,45,394,170,339,16.4,73.2,17,0.5
