Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,DNI Units,DHI Units,GHI Units,Temperature Units,Relative Humidity Units,Wind Direction Units,Wind Speed Units
Solcast,-,-,-,-,27.7179,87.3067,5.75,2192,5.75,w/m2,w/m2,w/m2,c,%,Degrees,m/s
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Temperature,Relative Humidity,Wind Direction,Wind Speed
2014,1,1,0,45,0,0,0,-7.2,59.5,353,0.8
2014,1,1,1,45,0,0,0,-8.6,62.1,353,0.8
2014,1,1,2,45,0,0,0,-9.3,67.0,351,1.0
2014,1,1,3,45,0,0,0,-9.2,70.7,349,1.0
2014,1,1,4,45,0,0,0,-9.0,70.7,351,0.9
2014,1,1,5,45,0,0,0,-9.0,71.3,351,0.9
2014,1,1,6,45,273,26,61,-8.0,71.5,348,1.0
2014,1,1,7,45,724,52,252,-7.0,72.5,349,1.1
2014,1,1,8,45,859,64,435,-5.3,72.9,349,0.8
2014,1,1,9,45,936,66,579,-2.1,68.1,201,0.3
2014,1,1,10,45,913,89,649,-0.2,67.5,174,1.0
2014,1,1,11,45,357,291,516,0.6,73.2,174,1.4
2014,1,1,12,45,122,335,406,1.3,76.7,174,1.5
2014,1,1,13,45,83,283,324,1.8,78.2,176,1.4
2014,1,1,14,45,57,198,218,0.3,80.9,169,1.1
2014,1,1,15,45,50,90,99,-1.0,81.6,115,0.4
2014,1,1,16,45,25,6,8,-0.7,78.9,1,0.5
2014,1,1,17,45,0,0,0,-0.8,74.9,352,0.8
2014,1,1,18,45,0,0,0,-2.0,70.2,351,0.9
2014,1,1,19,45,0,0,0,-4.9,69.1,349,1.0
2014,1,1,20,45,0,0,0,-7.0,66.2,350,1.1
2014,1,1,21,45,0,0,0,-7.6,63.9,349,1.0
2014,1,1,22,45,0,0,0,-8.5,64.8,350,0.9
2014,1,1,23,45,0,0,0,-8.9,62.6,353,0.9
2014,1,2,0,45,0,0,0,-9.4,61.2,354,0.9
2014,1,2,1,45,0,0,0,-10.3,60.4,354,0.9
2014,1,2,2,45,0,0,0,-9.5,59.9,352,1.1
