Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,DNI Units,DHI Units,GHI Units,Temperature Units,Relative Humidity Units,Wind Direction Units,Wind Speed Units
Solcast,-,-,-,-,27.8507,84.1951,5.75,289,5.75,w/m2,w/m2,w/m2,c,%,Degrees,m/s
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Temperature,Relative Humidity,Wind Direction,Wind Speed
2013,1,1,0,45,0,0,0,7.7,84.5,17,1.0
2013,1,1,1,45,0,0,0,7.6,86.9,19,1.1
2013,1,1,2,45,0,0,0,6.5,90.5,23,1.3
2013,1,1,3,45,0,0,0,5.8,92.3,24,1.5
2013,1,1,4,45,0,0,0,6.0,92.0,23,1.4
2013,1,1,5,45,0,0,0,6.2,92.7,22,1.3
2013,1,1,6,45,3,18,19,6.4,94.0,21,1.4
2013,1,1,7,45,264,93,159,9.9,85.8,29,1.4
2013,1,1,8,45,562,132,353,14.2,74.4,69,1.1
2013,1,1,9,45,661,163,507,15.6,66.6,120,1.3
2013,1,1,10,45,707,181,605,16.0,62.3,152,1.5
2013,1,1,11,45,730,183,641,16.0,63.0,180,1.5
2013,1,1,12,45,714,178,606,16.2,60.9,208,1.6
2013,1,1,13,45,660,162,506,17.0,56.3,223,1.7
2013,1,1,14,45,559,132,352,16.8,59.3,226,1.6
2013,1,1,15,45,345,84,167,16.0,63.6,219,1.4
2013,1,1,16,45,6,18,19,15.2,66.1,224,1.4
2013,1,1,17,45,0,0,0,14.7,68.0,266,1.1
2013,1,1,18,45,0,0,0,14.1,70.2,337,1.0
2013,1,1,19,45,0,0,0,11.5,77.3,5,1.2
2013,1,1,20,45,0,0,0,9.4,81.0,12,1.2
2013,1,1,21,45,0,0,0,8.6,81.7,13,1.1
2013,1,1,22,45,0,0,0,8.3,82.0,8,1.0
2013,1,1,23,45,0,0,0,8.4,82.5,9,0.9
2013,1,2,0,45,0,0,0,7.8,84.5,13,0.9
2013,1,2,1,45,0,0,0,7.5,86.2,13,0.9
2013,1,2,2,45,0,0,0,7.0,86.8,13,0.9
2013,1,2,3,45,0,0,0,6.3,86.4,14,0.8
2013,1,2,4,45,0,0,0,6.2,85.8,11,0.8
2013,1,2,5,45,0,0,0,6.0,85.8,9,0.9
2013,1,2,6,45,5,18,19,6.3,84.9,14,1.0
2013,1,2,7,45,253,94,157,9.8,75.1,20,1.2
2013,1,2,8,45,476,149,336,14.7,63.8,47,0.8
2013,1,2,9,45,577,189,489,17.1,57.6,136,0.5
2013,1,2,10,45,636,209,591,17.8,54.3,187,1.0
2013,1,2,11,45,696,200,637,17.9,52.9,205,1.5
2013,1,2,12,45,668,198,600,17.9,50.6,215,1.8
2013,1,2,13,45,580,188,491,18.4,44.3,222,2.0
2013,1,2,14,45,396,162,320,17.5,47.7,230,2.1
2013,1,2,15,45,185,97,143,16.1,57.7,231,1.7
2013,1,2,16,45,0,16,16,15.5,62.5,230,1.6
2013,1,2,17,45,0,0,0,15.0,63.6,254,1.6
2013,1,2,18,45,0,0,0,14.1,62.3,302,1.4
2013,1,2,19,45,0,0,0,11.4,70.2,338,1.4
