Year,Month,Day,Hour,TH1,TH2
2013,1,12,7,0,0.699315
2013,1,12,8,0,0.70895
2013,1,12,9,0,0.700415
2013,1,12,10,0,0.635095
2013,1,12,11,0,0.52876
2013,1,12,12,0,0.4317215
2013,1,12,13,0,0.4418955
2013,1,12,14,0,0.4345645
2013,1,12,15,0,0.416877
2013,1,12,16,0,0.412093
2013,1,12,17,0,0.416115
2013,1,12,18,0,0.420152
2013,1,12,19,0,0.41071
2013,1,12,20,0,0.3979395
2013,1,12,21,0,0.3876535
2013,1,12,22,0,0.385118
2013,1,12,23,0,0.430957
2013,1,13,0,0,0.4163495
2013,1,13,1,0,0.4177145
2013,1,13,2,0,0.3966815
2013,1,13,3,0,0.4363925
2013,1,13,4,0,0.5837
2013,1,13,5,0,0.66836
2013,1,13,6,0,0.709225
2013,1,13,7,0,0.7346
2013,1,13,8,0,0.75443
2013,1,13,9,0,0.740095
2013,1,13,10,0,0.67473
2013,1,13,11,0,0.638275
2013,1,13,12,0,0.545005
2013,1,13,13,0,0.515605
2013,1,13,14,0,0.502175
2013,1,13,15,0,0.4842205
2013,1,13,16,0,0.4632875
2013,1,13,17,0,0.4715055
2013,1,13,18,0,0.479761
2013,1,13,19,0,0.486201
2013,1,13,20,0,0.453552
2013,1,13,21,0,0.4224035
2013,1,13,22,0,0.424914
2013,1,13,23,0,0.4272465
2013,1,14,0,0,0.417687
2013,1,14,1,0,0.397721
2013,1,14,2,0,0.389309
2013,1,14,3,0,0.362438
2013,1,14,4,0,0.50644
2013,1,14,5,0,0.623725
2013,1,14,6,0,0.683845
2013,1,14,7,0,0.72984
2013,1,14,8,0,0.745585
2013,1,14,9,0,0.72973
2013,1,14,10,0,0.66534
2013,1,14,11,0,0.60089
2013,1,14,12,0,0.4795325
2013,1,14,13,0,0.409254
2013,1,14,14,0,0.412634
2013,1,14,15,0,0.4203535
2013,1,14,16,0,0.39763
2013,1,14,17,0,0.3929005
2013,1,14,18,0,0.387222
2013,1,14,19,0,0.3896505
2013,1,14,20,0,0.3745745
2013,1,14,21,0,0.36521
2013,1,14,22,0,0.3573595
2013,1,14,23,0,0.378466
2013,1,15,0,0,0.3878745
2013,1,15,1,0,0.423963
2013,1,15,2,0,0.459021
2013,1,15,3,0,0.4966195
2013,1,15,4,0,0.618805
2013,1,15,5,0,0.69702
2013,1,15,6,0,0.75929
2013,1,15,7,0,0.771745
2013,1,15,8,0,0.763645
2013,1,15,9,0,0.715555
2013,1,15,10,0,0.733685
2013,1,15,11,0,0.65686
2013,1,15,12,0,0.568165
2013,1,15,13,0,0.50104
2013,1,15,14,0,0.494874
2013,1,15,15,0,0.4827495
2013,1,15,16,0,0.4974825
2013,1,15,17,0,0.475353
2013,1,15,18,0,0.4547935
2013,1,15,19,0,0.4438995
2013,1,15,20,0,0.443805
2013,1,15,21,0,0.401917
2013,1,15,22,0,0.423479
2013,1,15,23,0,0.4747345
2013,1,16,0,0,0.431903
2013,1,16,1,0,0.4420575
2013,1,16,2,0,0.487283
2013,1,16,3,0,0.504555
2013,1,16,4,0,0.62404
2013,1,16,5,0,0.68418
2013,1,16,6,0,0.736325
2013,1,16,7,0,0.74496
2013,1,16,8,0,0.752975
2013,1,16,9,0,0.727935
2013,1,16,10,0,0.67129
2013,1,16,11,0,0.594455
2013,1,16,12,0,0.541825
2013,1,16,13,0,0.490396
2013,1,16,14,0,0.4905005
2013,1,16,15,0,0.4561045
2013,1,16,16,0,0.42366
2013,1,16,17,0,0.413044
2013,1,16,18,0,0.4098255
2013,1,16,19,0,0.41651
2013,1,16,20,0,0.4012865
2013,1,16,21,0,0.381928
2013,1,16,22,0,0.368298
2013,1,16,23,0,0.3621155
2013,1,17,0,0,0.376846
2013,1,17,1,0,0.3412435
2013,1,17,2,0,0.346629
2013,1,17,3,0,0.348759
2013,1,17,4,0,0.4993785
2013,1,17,5,0,0.621375
2013,1,17,6,0,0.674235
2013,1,17,7,0,0.71746
2013,1,17,8,0,0.735085
2013,1,17,9,0,0.73543
2013,1,17,10,0,0.65934
2013,1,17,11,0,0.59646
2013,1,17,12,0,0.4718095
2013,1,17,13,0,0.4291855
2013,1,17,14,0,0.44139
2013,1,17,15,0,0.4103475
2013,1,17,16,0,0.425837
2013,1,17,17,0,0.412205
2013,1,17,18,0,0.404179
2013,1,17,19,0,0.404171
2013,1,17,20,0,0.40069
2013,1,17,21,0,0.395292
2013,1,17,22,0,0.390681
2013,1,17,23,0,0.354588
2013,1,18,0,0,0.394077
2013,1,18,1,0,0.382926
2013,1,18,2,0,0.3733835
2013,1,18,3,0,0.354557
2013,1,18,4,0,0.516705
2013,1,18,5,0,0.624325
2013,1,18,6,0,0.686165
2013,1,18,7,0,0.741465
2013,1,18,8,0,0.755225
2013,1,18,9,0,0.73127
2013,1,18,10,0,0.64866
2013,1,18,11,0,0.64616
2013,1,18,12,0,0.55072
2013,1,18,13,0,0.472035
2013,1,18,14,0,0.5233
2013,1,18,15,0,0.506985
2013,1,18,16,0,0.441265
2013,1,18,17,0,0.458757
2013,1,18,18,0,0.452582
2013,1,18,19,0,0.4102615
2013,1,18,20,0,0.4330245
2013,1,18,21,0,0.4212825
2013,1,18,22,0,0.420662
2013,1,18,23,0,0.4165285
2013,1,19,0,0,0.486149
2013,1,19,1,0,0.4249375
2013,1,19,2,0,0.3417855
2013,1,19,3,0,0.3804185
2013,1,19,4,0,0.4632285
2013,1,19,5,0,0.56741
2013,1,19,6,0,0.684525
2013,1,19,7,0,0.72999
2013,1,19,8,0,0.71848
2013,1,19,9,0,0.6767
2013,1,19,10,0,0.672545
2013,1,19,11,0,0.597045
2013,1,19,12,0,0.4833095
2013,1,19,13,0,0.531595
2013,1,19,14,0,0.532545
2013,1,19,15,0,0.541455
2013,1,19,16,0,0.553215
2013,1,19,17,0,0.5292
2013,1,19,18,0,0.526165
2013,1,19,19,0,0.4984425
2013,1,19,20,0,0.4668985
2013,1,19,21,0,0.469716
2013,1,19,22,0,0.399468
2013,1,19,23,0,0.413928
2013,1,20,0,0,0.4304285
2013,1,20,1,0,0.432313
2013,1,20,2,0,0.425926
2013,1,20,3,0,0.447896
2013,1,20,4,0,0.573555
2013,1,20,5,0,0.658985
2013,1,20,6,0,0.753195
2013,1,20,7,0,0.77941
2013,1,20,8,0,0.776485
2013,1,20,9,0,0.718765
2013,1,20,10,0,0.677175
2013,1,20,11,0,0.63206
2013,1,20,12,0,0.524905
2013,1,20,13,0,0.481648
2013,1,20,14,0,0.476887
2013,1,20,15,0,0.451918
2013,1,20,16,0,0.4184695
2013,1,20,17,0,0.428815
2013,1,20,18,0,0.429497
2013,1,20,19,0,0.4196195
2013,1,20,20,0,0.430504
2013,1,20,21,0,0.4190295
2013,1,20,22,0,0.394238
2013,1,20,23,0,0.4044435
2013,1,21,0,0,0.4217585
2013,1,21,1,0,0.4019345
2013,1,21,2,0,0.3916795
2013,1,21,3,0,0.4335625
2013,1,21,4,0,0.544835
