PV,0.10874249
India,0.02
PHP,0.032637484
PHS,0.001884165
SPKP,0.007239766
KPLP,0.009837236
LPGP,0.004144906
GPBP,0.008234551
BPMP,0.006742378
EPMP,0.010887285
TISP,0.000884247
GILP,0.002210616
MIMP,0.004310702
KIEP,0.001436901
ACPV,0.000447654
Hydro,0.03
PHES-VOM,0.0003
LegPH,0
LegINTC,0
